file_id,seq_id,start,end,name,score
emales-gc,NZ_JANILA010000008.1,1400,1500,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,1500,1600,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,1600,1700,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,1700,1800,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,1800,1900,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,1900,2000,GC.w100,0.45
emales-gc,NZ_JANILA010000008.1,2000,2100,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,2100,2200,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,2200,2300,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,2300,2400,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,2400,2500,GC.w100,0.47
emales-gc,NZ_JANILA010000008.1,2500,2600,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,2600,2700,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,2700,2800,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,2800,2900,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,2900,3000,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,3000,3100,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,3100,3200,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,3200,3300,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,3300,3400,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,3400,3500,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,3500,3600,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,3600,3700,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,3700,3800,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,3800,3900,GC.w100,0.43
emales-gc,NZ_JANILA010000008.1,3900,4000,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,4000,4100,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,4100,4200,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,4200,4300,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,4300,4400,GC.w100,0.22
emales-gc,NZ_JANILA010000008.1,4400,4500,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,4500,4600,GC.w100,0.44
emales-gc,NZ_JANILA010000008.1,4600,4700,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,4700,4800,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,4800,4900,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,4900,5000,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,5000,5100,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,5100,5200,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,5200,5300,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,5300,5400,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,5400,5500,GC.w100,0.43
emales-gc,NZ_JANILA010000008.1,5500,5600,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,5600,5700,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,5700,5800,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,5800,5900,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,5900,6000,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,6000,6100,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,6100,6200,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,6200,6300,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,6300,6400,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,6400,6500,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,6500,6600,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,6600,6700,GC.w100,0.22
emales-gc,NZ_JANILA010000008.1,6700,6800,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,6800,6900,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,6900,7000,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,7000,7100,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,7100,7200,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,7200,7300,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,7300,7400,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,7400,7500,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,7500,7600,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,7600,7700,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,7700,7800,GC.w100,0.44
emales-gc,NZ_JANILA010000008.1,7800,7900,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,7900,8000,GC.w100,0.44
emales-gc,NZ_JANILA010000008.1,8000,8100,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,8100,8200,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,8200,8300,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,8300,8400,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,8400,8500,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,8500,8600,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,8600,8700,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,8700,8800,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,8800,8900,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,8900,9000,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,9000,9100,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,9100,9200,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,9200,9300,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,9300,9400,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,9400,9500,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,9500,9600,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,9600,9700,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,9700,9800,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,9800,9900,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,9900,10000,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,10000,10100,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,10100,10200,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,10200,10300,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,10300,10400,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,10400,10500,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,10500,10600,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,10600,10700,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,10700,10800,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,10800,10900,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,10900,11000,GC.w100,0.21
emales-gc,NZ_JANILA010000008.1,11000,11100,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,11100,11200,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,11200,11300,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,11300,11400,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,11400,11500,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,11500,11600,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,11600,11700,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,11700,11800,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,11800,11900,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,11900,12000,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,12000,12100,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,12100,12200,GC.w100,0.21
emales-gc,NZ_JANILA010000008.1,12200,12300,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,12300,12400,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,12400,12500,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,12500,12600,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,12600,12700,GC.w100,0.43
emales-gc,NZ_JANILA010000008.1,12700,12800,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,12800,12900,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,12900,13000,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,13000,13100,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,13100,13200,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,13200,13300,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,13300,13400,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,13400,13500,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,13500,13600,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,13600,13700,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,13700,13800,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,13800,13900,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,13900,14000,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,14000,14100,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,14100,14200,GC.w100,0.43
emales-gc,NZ_JANILA010000008.1,14200,14300,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,14300,14400,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,14400,14500,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,14500,14600,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,14600,14700,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,14700,14800,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,14800,14900,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,14900,15000,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,15000,15100,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,15100,15200,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,15200,15300,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,15300,15400,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,15400,15500,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,15500,15600,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,15600,15700,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,15700,15800,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,15800,15900,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,15900,16000,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,16000,16100,GC.w100,0.42
emales-gc,NZ_JANILA010000008.1,16100,16200,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,16200,16300,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,16300,16400,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,16400,16500,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,16500,16600,GC.w100,0.44
emales-gc,NZ_JANILA010000008.1,16600,16700,GC.w100,0.51
emales-gc,NZ_JANILA010000008.1,16700,16800,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,16800,16900,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,16900,17000,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,17000,17100,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,17100,17200,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,17200,17300,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,17300,17400,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,17400,17500,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,17500,17600,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,17600,17700,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,17700,17800,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,17800,17900,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,17900,18000,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,18000,18100,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,18100,18200,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,18200,18300,GC.w100,0.43
emales-gc,NZ_JANILA010000008.1,18300,18400,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,18400,18500,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,18500,18600,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,18600,18700,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,18700,18800,GC.w100,0.49
emales-gc,NZ_JANILA010000008.1,18800,18900,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,18900,19000,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,19000,19100,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,19100,19200,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,19200,19300,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,19300,19400,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,19400,19500,GC.w100,0.42
emales-gc,NZ_JANILA010000008.1,19500,19600,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,19600,19700,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,19700,19800,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,19800,19900,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,19900,20000,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,20000,20100,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,20100,20200,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,20200,20300,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,20300,20400,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,20400,20500,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,20500,20600,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,20600,20700,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,20700,20800,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,20800,20900,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,20900,21000,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,21000,21100,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,21100,21200,GC.w100,0.22
emales-gc,NZ_JANILA010000008.1,21200,21300,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,21300,21400,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,21400,21500,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,21500,21600,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,21600,21700,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,21700,21800,GC.w100,0.2
emales-gc,NZ_JANILA010000008.1,21800,21900,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,21900,22000,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,22000,22100,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,22100,22200,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,22200,22300,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,22300,22400,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,22400,22500,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,22500,22600,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,22600,22700,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,22700,22800,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,22800,22900,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,22900,23000,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,23000,23100,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,23100,23200,GC.w100,0.21
emales-gc,NZ_JANILA010000008.1,23200,23300,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,23300,23400,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,23400,23500,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,23500,23600,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,23600,23700,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,23700,23800,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,23800,23900,GC.w100,0.46
emales-gc,NZ_JANILA010000008.1,23900,24000,GC.w100,0.47
emales-gc,NZ_JANILA010000008.1,24000,24100,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,24100,24200,GC.w100,0.49
emales-gc,NZ_JANILA010000008.1,24200,24300,GC.w100,0.46
emales-gc,NZ_JANILA010000008.1,24300,24400,GC.w100,0.42
emales-gc,NZ_JANILA010000008.1,24400,24500,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,24500,24600,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,24600,24700,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,24700,24800,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,24800,24900,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,24900,25000,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,25000,25100,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,25100,25200,GC.w100,0.21
emales-gc,NZ_JANILA010000008.1,25200,25300,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,25300,25400,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,25400,25500,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,25500,25600,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,25600,25700,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,25700,25800,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,25800,25900,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,25900,26000,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,26000,26100,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,26100,26200,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,26200,26300,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,26300,26400,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,26400,26500,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,26500,26600,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,26600,26700,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,26700,26800,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,26800,26900,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,26900,27000,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,27000,27100,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,27100,27200,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,27200,27300,GC.w100,0.19
emales-gc,NZ_JANILA010000008.1,27300,27400,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,27400,27500,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,27500,27600,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,27600,27700,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,27700,27800,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,27800,27900,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,27900,28000,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,28000,28100,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,28100,28200,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,28200,28300,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,28300,28400,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,28400,28500,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,28500,28600,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,28600,28700,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,28700,28800,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,28800,28900,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,28900,29000,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,29000,29100,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,29100,29200,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,29200,29300,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,29300,29400,GC.w100,0.21
emales-gc,NZ_JANILA010000008.1,29400,29500,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,29500,29600,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,29600,29700,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,29700,29800,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,29800,29900,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,29900,30000,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,30000,30100,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,30100,30200,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,30200,30300,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,30300,30400,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,30400,30500,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,30500,30600,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,30600,30700,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,30700,30800,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,30800,30900,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,30900,31000,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,31000,31100,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,31100,31200,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,31200,31300,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,31300,31400,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,31400,31500,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,31500,31600,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,31600,31700,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,31700,31800,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,31800,31900,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,31900,32000,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,32000,32100,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,32100,32200,GC.w100,0.2
emales-gc,NZ_JANILA010000008.1,32200,32300,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,32300,32400,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,32400,32500,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,32500,32600,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,32600,32700,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,32700,32800,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,32800,32900,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,32900,33000,GC.w100,0.45
emales-gc,NZ_JANILA010000008.1,33000,33100,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,33100,33200,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,33200,33300,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,33300,33400,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,33400,33500,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,33500,33600,GC.w100,0.44
emales-gc,NZ_JANILA010000008.1,33600,33700,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,33700,33800,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,33800,33900,GC.w100,0.42
emales-gc,NZ_JANILA010000008.1,33900,34000,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,34000,34100,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,34100,34200,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,34200,34300,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,34300,34400,GC.w100,0.36
emales-gc,NZ_JANILA010000008.1,34400,34500,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,34500,34600,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,34600,34700,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,34700,34800,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,34800,34900,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,34900,35000,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,35000,35100,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,35100,35200,GC.w100,0.48
emales-gc,NZ_JANILA010000008.1,35200,35300,GC.w100,0.46
emales-gc,NZ_JANILA010000008.1,35300,35400,GC.w100,0.27
emales-gc,NZ_JANILA010000008.1,35400,35500,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,35500,35600,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,35600,35700,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,35700,35800,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,35800,35900,GC.w100,0.31
emales-gc,NZ_JANILA010000008.1,35900,36000,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,36000,36100,GC.w100,0.21
emales-gc,NZ_JANILA010000008.1,36100,36200,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,36200,36300,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,36300,36400,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,36400,36500,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,36500,36600,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,36600,36700,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,36700,36800,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,36800,36900,GC.w100,0.33
emales-gc,NZ_JANILA010000008.1,36900,37000,GC.w100,0.32
emales-gc,NZ_JANILA010000008.1,37000,37100,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,37100,37200,GC.w100,0.23
emales-gc,NZ_JANILA010000008.1,37200,37300,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,37300,37400,GC.w100,0.25
emales-gc,NZ_JANILA010000008.1,37400,37500,GC.w100,0.3
emales-gc,NZ_JANILA010000008.1,37500,37600,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,37600,37700,GC.w100,0.26
emales-gc,NZ_JANILA010000008.1,37700,37800,GC.w100,0.24
emales-gc,NZ_JANILA010000008.1,37800,37900,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,37900,38000,GC.w100,0.28
emales-gc,NZ_JANILA010000008.1,38000,38100,GC.w100,0.44
emales-gc,NZ_JANILA010000008.1,38100,38200,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,38200,38300,GC.w100,0.47
emales-gc,NZ_JANILA010000008.1,38300,38400,GC.w100,0.44
emales-gc,NZ_JANILA010000008.1,38400,38500,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,38500,38600,GC.w100,0.42
emales-gc,NZ_JANILA010000008.1,38600,38700,GC.w100,0.52
emales-gc,NZ_JANILA010000008.1,38700,38800,GC.w100,0.42
emales-gc,NZ_JANILA010000008.1,38800,38900,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,38900,39000,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,39000,39100,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,39100,39200,GC.w100,0.41
emales-gc,NZ_JANILA010000008.1,39200,39300,GC.w100,0.35
emales-gc,NZ_JANILA010000008.1,39300,39400,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,39400,39500,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,39500,39600,GC.w100,0.34
emales-gc,NZ_JANILA010000008.1,39600,39700,GC.w100,0.29
emales-gc,NZ_JANILA010000008.1,39700,39800,GC.w100,0.4
emales-gc,NZ_JANILA010000008.1,39800,39900,GC.w100,0.38
emales-gc,NZ_JANILA010000008.1,39900,40000,GC.w100,0.37
emales-gc,NZ_JANILA010000008.1,40000,40100,GC.w100,0.39
emales-gc,NZ_JANILA010000008.1,40100,40200,GC.w100,0.42
