protein_acc	n	nucleotide_acc	taxid	superkingdom	phylum	class	order	family	genus	species	type	evalue
WP_001058290.1	622	NZ_FIFQ01000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_FIFI01000007.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_FIFI01000007.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_FIFD01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_FIFD01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CZFK01000069.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CZFK01000069.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CZEY01000059.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CZEY01000059.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CZEB01000022.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CZEB01000022.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CTJD01000003.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_CTJD01000003.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_CRTO01000002.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	5.2e-19
WP_001058290.1	622	NZ_CRTO01000002.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	4.6e-19
WP_001058290.1	622	NZ_CQDE01000008.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_CQDE01000008.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_CP116958.1	197614	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	nisins	5.2e-19
WP_001058290.1	622	NZ_CP116958.1	197614	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	nisins	4.6e-19
WP_001058290.1	622	NZ_CP031379.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CP031379.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CP008813.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_CP008813.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_CLFO01000002.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	5.2e-19
WP_001058290.1	622	NZ_CLFO01000002.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	4.6e-19
WP_001058290.1	622	NZ_CKGW01000003.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	5.2e-19
WP_001058290.1	622	NZ_CKGW01000003.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	4.6e-19
WP_001058290.1	622	NZ_CKGJ01000002.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	5.2e-19
WP_001058290.1	622	NZ_CKGJ01000002.1	1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKP01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKP01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKK01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKK01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKJ01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKJ01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKI01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKI01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKH01000010.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKH01000010.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKD01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKD01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKC01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKC01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEKB01000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEKB01000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEJY01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEJY01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEJI01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEJI01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEJH01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEJH01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEIN01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEIN01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEIM01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEIM01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEIK01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEIK01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEIJ01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEIJ01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEIF01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEIF01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEHL01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEHL01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEHF01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEHF01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEHE01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEHE01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEHA01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEHA01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEGS01000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEGS01000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEGR01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEGR01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEEB01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEEB01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEDZ01000013.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEDZ01000013.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEDQ01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEDQ01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEDN01000007.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEDN01000007.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEDK01000055.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEDK01000055.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEDG01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEDG01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEDD01000051.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEDD01000051.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CECX01000005.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CECX01000005.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CECW01000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CECW01000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CECQ01000016.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CECQ01000016.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEBM01000009.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEBM01000009.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEBK01000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEBK01000003.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CEBE01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CEBE01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDWM01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDWM01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDWD01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDWD01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDVS01000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDVS01000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDVQ01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDVQ01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDVC01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDVC01000006.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDUB01000005.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDUB01000005.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDTS01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDTS01000001.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDTQ01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDTQ01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDSX01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDSX01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDSW01000109.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_CDSW01000109.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_CDCR01000030.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_CDCR01000030.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_CDCQ01000058.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_CDCQ01000058.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_CDCO01000049.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_CDCO01000049.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_BCFB01000042.1	1917441	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ruminantium	nisins	5.2e-19
WP_001058290.1	622	NZ_BCFB01000042.1	1917441	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ruminantium	nisins	4.6e-19
WP_001058290.1	622	NZ_BCEO01000032.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCEO01000032.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_BCEE01000029.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCEE01000029.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_BCEC01000028.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCEC01000028.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_BCDS01000062.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCDS01000062.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_BCDN01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCDN01000002.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_BCDA01000017.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCDA01000017.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_BCCR01000016.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCCR01000016.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_BCCP01000010.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	5.2e-19
WP_001058290.1	622	NZ_BCCP01000010.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisins	4.6e-19
WP_001058290.1	622	NZ_AZIR01000063.1	1161427	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_AZIR01000063.1	1161427	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_AUWB01000020.1	1244099	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_AUWB01000020.1	1244099	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_ATVP01000001.1	1123305	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus hyovaginalis	nisins	5.2e-19
WP_001058290.1	622	NZ_ATVP01000001.1	1123305	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus hyovaginalis	nisins	4.6e-19
WP_001058290.1	622	NZ_ANPR01000055.1	1154793	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_ANPR01000055.1	1154793	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
WP_001058290.1	622	NZ_ANEU01000023.1	1154880	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	5.2e-19
WP_001058290.1	622	NZ_ANEU01000023.1	1154880	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisins	4.6e-19
